agent_id,age,born_in_us,city,detailed_race,ethnicity,family_income_at_16,family_structure_at_16,fathers_highest_degree,first_name,highest_degree_received,hispanic_origin,last_name,marital_status,military_service_duration,mothers_highest_degree,mothers_work_history,party_identification,political_views,race,religion,religion_at_16,residence_at_16,same_residence_since_16,sex,speak_other_language,state,street_address,total_wealth,us_citizenship_status,work_status
1753,53,No,Jersey City,Asian,Philippines,Average,Lived with parents,High school,Miguel,High school,Not Hispanic,Santos,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,Other,Catholic,Catholic,Foreign,Different state,Male,Yes,NJ,123 Bayanihan St,"Less than $5,000",Not a U.S. citizen,Keeping house
1851,53,Yes,Cambridge,White,Germany,Average,Lived with parents,High school,Paul,High school,Not Hispanic,Bauer,Married,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,New England,Same city,Male,Yes,MA,123 Elm Street,"$75,000 to $100,000",A U.S. citizen,Working full time
1948,53,Yes,San Diego,White,England & Wales,Average,Lived with parents,High school,Michael,High school,Not Hispanic,Anderson,Never married,"Yes, 2-4 years",High school,Yes,Strong republican,Conservative,White,Catholic,Catholic,Pacific,"Same state, different city",Male,No,CA,1234 Pinecrest Drive,"$75,000 to $100,000",A U.S. citizen,Retired
2536,53,Yes,Charleston,White,Ireland,Far below average,"Divorce, separated",High school,James,High school,Not Hispanic,Morgan,Divorced,No active duty,High school,Yes,Strong democrat,Extremely liberal,White,None,Protestant,South Atlantic,Same city,Male,No,SC,1246 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Keeping house
2860,53,No,Edison,Asian,India,Average,Lived with parents,High school,Nina,High school,Not Hispanic,Patel,Divorced,No active duty,Less than high school,No,"Independent (neither, no response)",Slightly conservative,Other,Catholic,Hinduism,Foreign,Different state,Female,Yes,NJ,1234 Maplewood Lane,"$250,000 to $500,000",A U.S. citizen,Working full time
2927,53,Yes,San Diego,Hispanic or Latino,Mexico,Above average,Lived with parents,High school,Linda,High school,Not Hispanic,Castro,Divorced,No active duty,Less than high school,No,Not very strong republican,Slightly conservative,White,Buddhism,Catholic,Pacific,"Same state, different city",Female,Yes,CA,1234 Ocean Breeze Ave,"$40,000 to $75,000",A U.S. citizen,"With a job, but not at work because of temporary illness, vacation, strike"
3026,53,Yes,Cleveland,White,Germany,Average,Lived with parents,High school,David,High school,Not Hispanic,Miller,Divorced,No active duty,High school,Yes,Not very strong republican,"Moderate, middle of the road",White,Catholic,None,East North Central,Different state,Male,No,OH,1234 Maple Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
3448,53,Yes,Madison,White,Scotland,Average,Lived with parents,High school,Susan,High school,Not Hispanic,McGregor,Married,No active duty,Associate/junior college,Yes,Other party,Extremely liberal,White,None,Protestant,East North Central,"Same state, different city",Female,No,WI,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working part time
3473,53,Yes,Eugene,White,England & Wales,Below average,Lived with parents,High school,Robert,High school,Not Hispanic,Wilson,Divorced,"Yes, 2-4 years",High school,Yes,Not very strong republican,Conservative,White,None,None,Pacific,Different state,Male,No,OR,1234 Maple Street,"$40,000 to $75,000",A U.S. citizen,Working full time
0132,54,Yes,Tulsa,White,France,Far below average,Lived with parents,High school,Linda,High school,Not Hispanic,Miller,Married,No active duty,Graduate,Yes,Not very strong republican,Conservative,White,Protestant,Christian,West South Central,"Same state, different city",Female,No,OK,1427 Pinecrest Drive,"Less than $5,000",A U.S. citizen,Keeping house
0383,54,Yes,Naperville,White,Germany,Average,Lived with parents,High school,Thomas,High school,Not Hispanic,Mason,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Catholic,East North Central,"Same state, different city",Male,No,IL,123 Oakwood Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
1027,54,Yes,Des Moines,White,Germany,Average,Lived with parents,High school,Susan,High school,Not Hispanic,Henderson,Never married,No active duty,High school,No,Not very strong democrat,"Moderate, middle of the road",White,Protestant,Protestant,West North Central,Same city,Female,No,IA,123 Maple Avenue,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1067,54,Yes,Santa Monica,White,Denmark,Above average,Lived with parents,High school,Linda,High school,Not Hispanic,Jensen,Divorced,No active duty,High school,Yes,"Independent (neither, no response)",Slightly liberal,White,Christian,None,Pacific,"Same state, different city",Female,No,CA,123 Pacific Heights Blvd,"$75,000 to $100,000",A U.S. citizen,Working part time
1201,54,Yes,Raleigh,Black or African American,Other North America,Average,Lived with parents,High school,Yolanda,High school,Not Hispanic,Williams,Never married,No active duty,High school,Yes,"Independent, close to democrat","Moderate, middle of the road",Black,Muslim/Islam,Protestant,South Atlantic,Different state,Female,No,NC,123 Elmwood Lane,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1278,54,Yes,Birmingham,Native American or Alaska Native,American Indian,Below average,Lived with parents,High school,Michael,High school,Not Hispanic,Phillips,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Protestant,Protestant,East South Central,Same city,Male,No,AL,1520 Magnolia Avenue,"$250,000 to $500,000",A U.S. citizen,Working full time
2107,54,Yes,Raleigh,White,Other North America,Below average,Lived with parents,High school,Margaret,High school,Not Hispanic,Robinson,Married,No active duty,Less than high school,No,Strong democrat,Liberal,White,Protestant,Protestant,South Atlantic,"Same state, different city",Female,No,NC,1243 Oak Avenue,"$20,000 to $40,000",A U.S. citizen,Keeping house
2375,54,Yes,Toledo,White,England & Wales,Average,"Divorce, separated",High school,Steven,High school,Not Hispanic,Williams,Divorced,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,None,East North Central,Same city,Male,No,OH,1234 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2427,54,Yes,Princeton,White,England & Wales,Above average,Lived with parents,High school,Patricia,High school,Not Hispanic,Whitman,Married,No active duty,High school,Yes,Strong democrat,Liberal,White,Catholic,Catholic,Middle Atlantic,Same city,Female,No,NJ,123 Elmwood Avenue,"$75,000 to $100,000",A U.S. citizen,Retired
2510,54,Yes,Charleston,White,Poland,Far below average,Lived with parents,High school,Steven,High school,Not Hispanic,Kraus,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,South Atlantic,"Same state, different city",Male,No,SC,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
2725,54,Yes,Salem,White,England & Wales,Average,Lived with parents,High school,Richard,High school,Not Hispanic,Collins,Never married,No active duty,High school,Yes,Not very strong republican,"Moderate, middle of the road",White,Protestant,None,Pacific,"Same state, different city",Male,No,OR,123 Pine Street,"$40,000 to $75,000",A U.S. citizen,Working part time
2822,54,Yes,Newark,Black or African American,Other Africa,Below average,"Divorce, separated",High school,Angela,High school,Not Hispanic,Nelson,Divorced,"Yes, more than 4 years",High school,Yes,Strong democrat,"Moderate, middle of the road",Black,Other,Protestant,Middle Atlantic,Different state,Female,No,NJ,123 Maple Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
3080,54,Yes,Charleston,Black or African American,South Africa,Below average,Parent died,High school,Darryl,High school,Not Hispanic,Johnson,Married,"Yes, 2-4 years",Less than high school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,SC,123 Magnolia Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
3194,54,No,Little Rock,White,Spain,Below average,Lived with parents,High school,Victor,High school,Not Hispanic,Martinez,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Catholic,Catholic,West South Central,Different state,Male,Yes,AR,123 Elm Street,"Less than $5,000",Not a U.S. citizen,Other
3310,54,Yes,Philadelphia,Black or African American,Egypt,Below average,"Divorce, separated",High school,Janice,High school,Not Hispanic,Higgins,Married,No active duty,High school,Yes,Not very strong democrat,Liberal,Black,Catholic,Catholic,Middle Atlantic,Same city,Female,No,PA,123 Elmwood Ave,"$5,000 to $20,000",A U.S. citizen,Other
3399,54,Yes,Atlanta,Black or African American,American only,Below average,Lived with parents,High school,James,High school,Not Hispanic,Harris,Never married,"Yes, more than 4 years",High school,Yes,Not very strong democrat,Extremely liberal,Black,None,None,South Atlantic,Different state,Male,No,GA,123 Pine Street,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0014,55,Yes,Naperville,Native American or Alaska Native,American Indian,Average,Lived with parents,High school,Keith,High school,Not Hispanic,Barrett,Married,"Yes, less than 2 years",High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Different state,Male,No,IL,123 Maple Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
0103,55,Yes,Raleigh,White,England & Wales,Average,Lived with parents,High school,William,High school,Not Hispanic,Adams,Divorced,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",Other,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,NC,123 Oak Drive,"$20,000 to $40,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0481,55,Yes,Lexington,White,Ireland,Below average,"Divorce, separated",High school,Thomas,High school,Not Hispanic,O'Brien,Married,No active duty,Graduate,Yes,Strong democrat,Extremely liberal,White,None,Protestant,East South Central,"Same state, different city",Male,No,KY,1234 Elmwood Avenue,"$250,000 to $500,000",A U.S. citizen,Working full time
0541,55,Yes,Scranton,White,Poland,Below average,Lived with parents,High school,Robert,High school,Not Hispanic,Wilhoit,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,White,None,Catholic,Middle Atlantic,"Same state, different city",Male,No,PA,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Retired
0592,55,Yes,Boulder,White,Germany,Average,Lived with parents,High school,William,High school,Not Hispanic,Marshall,Married,No active duty,High school,Yes,Not very strong republican,Slightly conservative,White,Catholic,Catholic,Mountain,Same city,Male,No,CO,845 Mountain View Drive,"$500,000 to $1 million",A U.S. citizen,Working full time
1172,55,Yes,Cleveland,White,England & Wales,Average,Lived with parents,High school,Cynthia,High school,Not Hispanic,Reedman,Divorced,No active duty,Associate/junior college,Yes,"Independent, close to republican","Moderate, middle of the road",White,Protestant,Protestant,East North Central,Same city,Female,Yes,OH,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
1288,55,No,Little Rock,Black or African American,Mexico,Average,Lived with parents,High school,Angela,High school,Not Hispanic,Rodriguez,Married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Extremely conservative,Black,Other,Catholic,West South Central,Different state,Female,Yes,AR,742 Evergreen Terrace,"$20,000 to $40,000",A U.S. citizen,Other
1320,55,Yes,Charleston,Native American or Alaska Native,American Indian,Below average,Lived with parents,High school,Roger,High school,Not Hispanic,Thompson,Never married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,None,South Atlantic,Different state,Male,No,SC,123 Maple Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
1404,55,Yes,Boise,Black or African American,Egypt,Far below average,Lived with parents,High school,James,High school,Not Hispanic,Garrett,Never married,No active duty,High school,Yes,Not very strong republican,Conservative,Black,Protestant,Protestant,Mountain,Same city,Male,No,ID,1234 Elmwood Street,"Less than $5,000",A U.S. citizen,Working full time
1879,55,Yes,Chicago,White,Yugoslavia,Average,Lived with parents,High school,Marjorie,High school,Not Hispanic,Stevens,Never married,No active duty,Graduate,Yes,"Independent, close to democrat",Extremely liberal,White,None,None,East North Central,Same city,Female,Yes,IL,1234 Elm St,"$40,000 to $75,000",A U.S. citizen,Working part time
1941,55,Yes,Eugene,White,American only,Average,Lived with parents,High school,Karen,High school,Not Hispanic,Campbell,Divorced,No active duty,High school,No,"Independent, close to republican",Slightly conservative,White,Catholic,None,Pacific,"Same state, different city",Female,No,OR,123 Maplewood Ave,"Less than $5,000",A U.S. citizen,Other
2012,55,Yes,Huntsville,White,England & Wales,Far below average,Lived with parents,High school,Pamela,High school,Not Hispanic,Brown,Never married,No active duty,High school,No,"Independent, close to republican","Moderate, middle of the road",White,Protestant,Protestant,East South Central,Same city,Female,No,AL,123 Elmwood Ave,"Less than $5,000",A U.S. citizen,Other
2103,55,Yes,Naperville,White,Ireland,Above average,Lived with parents,High school,Dennis,High school,Not Hispanic,O'Neill,Divorced,No active duty,Less than high school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Same city,Male,No,IL,123 Oakwood Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
2147,55,Yes,Charleston,White,Denmark,Average,Lived with parents,High school,James,High school,Not Hispanic,Anderson,Never married,"Yes, more than 4 years",High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,South Atlantic,"Same state, different city",Male,No,SC,4827 Oakridge Drive,"$75,000 to $100,000",A U.S. citizen,Working full time
2655,55,No,Chicago,Asian,China,Far below average,Lived with parents,High school,Lily,High school,Not Hispanic,Wang,Never married,No active duty,High school,Yes,Strong democrat,Liberal,Other,Buddhism,Buddhism,East North Central,Same city,Female,Yes,IL,123 Elm Street,"Less than $5,000",A U.S. citizen,Working part time
2722,55,Yes,Charleston,White,England & Wales,Above average,Lived with parents,High school,Robert,High school,Not Hispanic,Johnson,Married,No active duty,High school,Yes,"Independent (neither, no response)",Conservative,White,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
2759,55,Yes,Portland,White,Italy,Average,Lived with parents,High school,Gerald,High school,Not Hispanic,Carter,Divorced,No active duty,Bachelor's,Yes,"Independent, close to democrat","Moderate, middle of the road",White,None,None,Pacific,Same city,Male,No,OR,1234 Elmwood Ave,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
2841,55,Yes,Little Rock,White,Germany,Below average,Lived with parents,High school,Robert,High school,Not Hispanic,Richards,Married,No active duty,Bachelor's,Yes,Strong republican,"Moderate, middle of the road",White,Protestant,Protestant,West South Central,"Same state, different city",Male,No,AR,123 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Other
3052,55,Yes,Dallas,Black or African American,South Africa,Average,Lived with parents,High school,Jacquelyn,High school,Not Hispanic,Mitchell,Widowed,No active duty,High school,Yes,Not very strong democrat,Liberal,Black,Protestant,Protestant,West South Central,"Same state, different city",Female,No,TX,123 Oakridge Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
3497,55,Yes,Raleigh,White,England & Wales,Below average,"Divorce, separated",High school,Linda,High school,Not Hispanic,Evans,Divorced,No active duty,High school,Yes,Not very strong democrat,Slightly liberal,White,None,Protestant,South Atlantic,"Same state, different city",Female,No,NC,123 Oak Street,"Less than $5,000",A U.S. citizen,Working full time
0193,56,Yes,Boise,White,England & Wales,Below average,Lived with parents,High school,Robert,High school,Not Hispanic,Moore,Never married,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,Mountain,Same city,Male,No,ID,1254 Cedar Avenue,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0352,56,Yes,Boise,Hispanic or Latino,Mexico,Average,Lived with parents,High school,George,High school,Not Hispanic,Gonzalez,Divorced,No active duty,High school,Yes,"Independent, close to democrat",Slightly conservative,White,Catholic,Catholic,Mountain,"Same state, different city",Male,No,ID,1234 Pine Hollow Rd,"$40,000 to $75,000",A U.S. citizen,Retired
0518,56,Yes,Cleveland,White,Italy,Far below average,"Divorce, separated",High school,Jeffrey,High school,Not Hispanic,Mitchell,Divorced,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Different state,Male,No,OH,742 Evergreen Terrace,"$5,000 to $20,000",A U.S. citizen,Retired
1117,56,Yes,Portland,Black or African American,Other Africa,Average,Lived with parents,High school,Jerome,High school,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,"Independent, close to republican",Slightly conservative,Black,Protestant,Protestant,Pacific,"Same state, different city",Male,No,OR,1234 Pine Street,"$40,000 to $75,000",A U.S. citizen,Working full time
1417,56,No,Spokane,White,Germany,Average,Lived with parents,High school,Michael,High school,Not Hispanic,Schreiber,Married,"Yes, less than 2 years",High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,Foreign,Different state,Male,Yes,WA,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
1504,56,Yes,Birmingham,Black or African American,Other Africa,Average,Lived with parents,High school,Margaret,High school,Not Hispanic,Johnson,Divorced,"Yes, 2-4 years",High school,Yes,"Independent (neither, no response)",Liberal,Black,Protestant,Protestant,East South Central,Different state,Female,Yes,AL,123 Elmwood Avenue,"$40,000 to $75,000",A U.S. citizen,Keeping house
1631,56,Yes,Overland Park,Black or African American,American only,Above average,Lived with parents,High school,Rhonda,High school,Not Hispanic,Walker,Married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,Black,None,Protestant,West North Central,Same city,Female,No,KS,1245 Grandview Terrace,"$75,000 to $100,000",A U.S. citizen,Working full time
2093,56,Yes,Portland,White,American only,Average,Lived with parents,High school,Barbara,High school,Not Hispanic,Collins,Divorced,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,Pacific,Same city,Female,No,OR,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Keeping house
2150,56,Yes,Bozeman,White,England & Wales,Below average,Lived with parents,High school,David,High school,Not Hispanic,Hill,Divorced,"Yes, more than 4 years",High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,Protestant,Protestant,Mountain,Different state,Male,Yes,MT,1023 Elm Street,"$40,000 to $75,000",A U.S. citizen,Working full time
2196,56,Yes,Evanston,White,Finland,Average,Lived with parents,High school,David,High school,Not Hispanic,Johnson,Married,"Yes, 2-4 years",High school,Yes,"Independent, close to democrat",Slightly liberal,White,Catholic,Catholic,East North Central,"Same state, different city",Male,No,IL,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,Working full time
2988,56,Yes,Naperville,White,Other Central America,Average,"Divorce, separated",High school,Robert,High school,Not Hispanic,Hughes,Widowed,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Protestant,East North Central,Same city,Male,No,IL,123 Maplewood Drive,"$75,000 to $100,000",A U.S. citizen,Other
3210,56,Yes,Boise,White,England & Wales,Average,Lived with parents,High school,Helen,High school,Not Hispanic,Bradshaw,Married,No active duty,High school,Yes,Strong republican,Conservative,White,Protestant,Catholic,Mountain,"Same state, different city",Female,No,ID,789 Ponderosa Lane,"$40,000 to $75,000",A U.S. citizen,Keeping house
0161,57,Yes,Princeton,White,Germany,Far above average,Lived with parents,High school,Deborah,High school,Not Hispanic,Beyer,Widowed,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,None,Protestant,Middle Atlantic,Same city,Female,No,NJ,123 Maple Street,"$100,000 to $150,000",A U.S. citizen,Keeping house
0222,57,Yes,Sacramento,Black or African American,Nigeria,Below average,Lived with parents,High school,Jamarion,High school,Not Hispanic,Johnson,Married,"Yes, more than 4 years",High school,Yes,Strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,Pacific,"Same state, different city",Male,No,CA,123 Oakwood Lane,"$40,000 to $75,000",A U.S. citizen,Working full time
0253,57,Yes,Charleston,White,Italy,Above average,Parent died,High school,Michael,High school,Not Hispanic,Ferris,Divorced,"Yes, 2-4 years",High school,Yes,Strong republican,Slightly liberal,White,Protestant,Protestant,South Atlantic,Same city,Male,No,SC,1234 Peachtree Lane,"$75,000 to $100,000",A U.S. citizen,Working full time
0388,57,Yes,Tulsa,Native American or Alaska Native,American Indian,Below average,Lived with parents,High school,Raymond,High school,Not Hispanic,Williams,Divorced,No active duty,High school,Yes,Strong republican,"Moderate, middle of the road",Other,Protestant,Protestant,West South Central,Same city,Male,No,OK,8726 Oakridge Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
0662,57,Yes,Charleston,White,England & Wales,Below average,Lived with parents,High school,Catherine,High school,Not Hispanic,Wilson,Married,No active duty,High school,Yes,Strong republican,Extremely conservative,White,Protestant,Protestant,South Atlantic,Different state,Female,No,SC,123 Oakridge Drive,"$40,000 to $75,000",A U.S. citizen,Working part time
0784,57,Yes,Santa Fe,Native American or Alaska Native,American Indian,Far above average,Lived with parents,High school,Nancy,High school,Not Hispanic,Hoffman,Divorced,No active duty,High school,Yes,"Independent (neither, no response)",Slightly liberal,White,None,Protestant,Foreign,Different state,Female,No,NM,742 Evergreen Terrace,"$40,000 to $75,000",A U.S. citizen,"Unemployed, laid off, looking for work"
0933,57,Yes,Little Rock,White,Mexico,Below average,Lived with parents,High school,Miguel,High school,Not Hispanic,Garza,Divorced,"Yes, 2-4 years",High school,Yes,Not very strong republican,"Moderate, middle of the road",White,Catholic,Catholic,West South Central,Different state,Male,Yes,AR,123 Maple Lane,"$20,000 to $40,000",A U.S. citizen,Working full time
1202,57,Yes,Little Rock,Black or African American,American only,Average,Lived with parents,High school,Gerald,High school,Not Hispanic,Johnson,Never married,No active duty,Bachelor's,Yes,Strong republican,Conservative,Black,Catholic,None,West South Central,"Same state, different city",Male,No,AR,123 Elm Street,"$20,000 to $40,000",A U.S. citizen,Working full time
1368,57,No,Providence,White,Portugal,Average,Lived with parents,High school,Michael,High school,Not Hispanic,Rodriguez,Married,No active duty,Less than high school,No,Strong democrat,Extremely liberal,White,Catholic,Catholic,New England,Different state,Male,Yes,RI,123 Elm Street,"Less than $5,000",A U.S. citizen,Working full time
1399,57,Yes,Cleveland,Black or African American,South Africa,Below average,Lived with parents,High school,Marvin,High school,Not Hispanic,Williams,Never married,No active duty,High school,No,"Independent, close to democrat","Moderate, middle of the road",Black,Protestant,Protestant,East North Central,Same city,Male,No,OH,123 Maplewood Ave,"Less than $5,000",A U.S. citizen,"Unemployed, laid off, looking for work"
1491,57,Yes,Charleston,White,American only,Average,Lived with parents,High school,Sandra,High school,Not Hispanic,Burns,Widowed,No active duty,High school,Yes,Not very strong republican,"Moderate, middle of the road",White,Protestant,Protestant,South Atlantic,Same city,Female,No,SC,742 Evergreen Terrace,"$100,000 to $150,000",A U.S. citizen,Working full time
1524,57,Yes,Des Moines,Native American or Alaska Native,American Indian,Far below average,"Divorce, separated",High school,Richard,High school,Not Hispanic,Henderson,Never married,No active duty,High school,Yes,Other party,"Moderate, middle of the road",White,Catholic,Catholic,West North Central,Different state,Male,No,IA,123 Elmwood Drive,"$150,000 to $250,000",A U.S. citizen,Working full time
1671,57,Yes,Canton,White,France,Below average,Lived with parents,High school,Jean,High school,Not Hispanic,Edwards,Married,No active duty,High school,Yes,"Independent (neither, no response)",Slightly conservative,White,Protestant,Catholic,East North Central,Different state,Female,No,OH,1422 Maplewood Avenue,"Less than $5,000",A U.S. citizen,Working full time
1677,57,Yes,Eugene,White,France,Average,Lived with parents,High school,Margaret,High school,Not Hispanic,Larson,Married,No active duty,Associate/junior college,Yes,"Independent, close to republican",Conservative,White,Protestant,Protestant,Pacific,"Same state, different city",Female,Yes,OR,1234 Pinecrest Lane,"$75,000 to $100,000",A U.S. citizen,Other
1737,57,Yes,Little Rock,White,Other European,Below average,Parent died,High school,Charles,High school,Not Hispanic,Miller,Married,No active duty,High school,No,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Protestant,West South Central,"Same state, different city",Male,Yes,AR,123 Elmwood Drive,"$20,000 to $40,000",A U.S. citizen,Other
1751,57,Yes,Madison,White,England & Wales,Far below average,Lived with parents,High school,Pamela,High school,Not Hispanic,Brooks,Widowed,No active duty,High school,Yes,"Independent, close to republican","Moderate, middle of the road",White,Other,Catholic,East North Central,Same city,Female,No,WI,123 Elm Street,"$150,000 to $250,000",A U.S. citizen,Working part time
1954,57,Yes,Scranton,White,Scotland,Far below average,Lived with parents,High school,William,High school,Not Hispanic,McKenzie,Married,No active duty,High school,Yes,Strong democrat,"Moderate, middle of the road",White,Catholic,Catholic,Middle Atlantic,"Same state, different city",Male,No,PA,1423 Elmwood Drive,"$40,000 to $75,000",A U.S. citizen,Working full time
2292,57,Yes,Cleveland,Black or African American,Other North America,Above average,Lived with parents,High school,Joyce,High school,Not Hispanic,Hughes,Divorced,No active duty,High school,Yes,Not very strong democrat,"Moderate, middle of the road",Black,Protestant,Protestant,East North Central,"Same state, different city",Female,Yes,OH,1234 Lakeview Drive,"$40,000 to $75,000",A U.S. citizen,Other
2361,57,No,Newark,Black or African American,Brazil,Below average,Lived with parents,High school,Amira,High school,Not Hispanic,Garcia,Widowed,No active duty,High school,Yes,Not very strong democrat,Conservative,Black,None,Catholic,Foreign,Different state,Female,Yes,NJ,4578 Elmwood Avenue,"Less than $5,000",A U.S. citizen,Working full time
2400,57,Yes,Worcester,White,England & Wales,Below average,Lived with parents,High school,Deborah,High school,Not Hispanic,Phillips,Divorced,No active duty,Less than high school,Yes,Not very strong republican,"Moderate, middle of the road",White,Other,Protestant,New England,"Same state, different city",Female,No,MA,123 Elm Street,"$5,000 to $20,000",A U.S. citizen,Working full time
2409,57,Yes,Philadelphia,Black or African American,Other Africa,Below average,Lived with parents,High school,Gerald,High school,Not Hispanic,Johnson,Married,No active duty,High school,Yes,Strong democrat,Conservative,Black,Protestant,Protestant,Middle Atlantic,Different state,Male,No,PA,123 Maple Avenue,"$40,000 to $75,000",A U.S. citizen,Working full time
2643,57,Yes,San Francisco,Native American or Alaska Native,American Indian,Average,Lived with parents,High school,James,High school,Not Hispanic,Clark,Married,No active duty,High school,Yes,"Independent (neither, no response)","Moderate, middle of the road",White,Protestant,Catholic,Pacific,"Same state, different city",Male,Yes,CA,1234 Pacific Heights Blvd,"$75,000 to $100,000",A U.S. citizen,Working full time
2659,57,Yes,Santa Monica,Hispanic or Latino,Mexico,Far above average,Lived with parents,High school,Maria,High school,Not Hispanic,Lopez,Never married,No active duty,Less than high school,Yes,"Independent (neither, no response)",Liberal,Other,Protestant,None,Pacific,"Same state, different city",Female,No,CA,482 Ocean View Blvd,"$75,000 to $100,000",A U.S. citizen,Working part time
3094,57,Yes,Philadelphia,Black or African American,Ireland,Below average,Parent died,High school,Latasha,High school,Not Hispanic,Morris,Divorced,"Yes, more than 4 years",High school,Yes,Not very strong democrat,Liberal,Black,Protestant,Catholic,Middle Atlantic,Same city,Female,No,PA,123 Elmwood Avenue,"$5,000 to $20,000",A U.S. citizen,Working full time
3400,57,Yes,Palm Beach,White,England & Wales,Average,Lived with parents,High school,Elizabeth,High school,Not Hispanic,Wilson,Never married,No active duty,Less than high school,Yes,Strong republican,Slightly conservative,White,Catholic,Catholic,South Atlantic,Different state,Female,No,FL,123 Ocean Boulevard,Above $10 million,A U.S. citizen,Working full time
0158,58,Yes,Little Rock,Black or African American,Other North America,Average,Lived with parents,High school,Ricardo,High school,Not Hispanic,Johnson,Divorced,No active duty,Less than high school,Yes,Strong democrat,Liberal,Black,Protestant,Protestant,West South Central,Different state,Male,No,AR,721 Elmwood Avenue,"$20,000 to $40,000",A U.S. citizen,Working full time
0326,58,Yes,Philadelphia,Hispanic or Latino,Puerto Rico,Average,Lived with parents,High school,Raymond,High school,Not Hispanic,Lopez,Married,"Yes, 2-4 years",High school,Yes,"Independent, close to democrat",Liberal,White,None,Catholic,Middle Atlantic,Different state,Male,Yes,PA,123 Elm Street,"$40,000 to $75,000",A U.S. citizen,Other
0582,58,Yes,Philadelphia,Black or African American,Other Africa,Below average,Lived with parents,High school,Lori,High school,Not Hispanic,Johnson,Never married,No active duty,High school,Yes,"Independent (neither, no response)",Conservative,Black,Protestant,Protestant,Middle Atlantic,Same city,Female,No,PA,789 Elmwood Ave,"$20,000 to $40,000",A U.S. citizen,Working part time
